R,G,B,Color
53,252,17,Verde
164,161,194,Gris
146,163,68,Verde
200,161,67,Amarillo
235,177,89,Naranja
147,43,65,Marron
60,180,19,Verde
106,179,90,Verde
59,121,144,Azul
147,220,188,Verde
254,82,196,Rosa
96,122,10,Verde
254,220,113,Amarillo
229,252,197,Amarillo
122,80,56,Marron
21,114,171,Azul
51,69,59,Gris
172,175,174,Gris
243,172,225,Rosa
70,207,190,Verde
13,7,61,Azul
251,139,240,Rosa
190,4,223,Violeta
214,218,6,Amarillo
150,198,226,Azul
136,161,63,Verde
231,185,78,Naranja
28,31,200,Azul
78,150,130,Verde
153,136,47,Verde
240,64,219,Rosa
201,217,211,Gris
81,76,235,Azul
165,232,92,Verde
110,11,112,Violeta
243,10,47,Rojo
92,43,198,Azul
215,182,164,Marron
224,241,150,Amarillo
125,111,20,Verde
139,179,133,Verde
244,79,164,Rosa
116,197,151,Verde
26,39,223,Azul
144,131,31,Verde
127,224,114,Verde
232,248,219,Verde
2,101,97,Verde
187,121,178,Violeta
72,58,152,Azul
211,215,121,Amarillo
80,211,161,Verde
141,179,99,Verde
109,32,65,Marron
150,254,37,Verde
151,86,157,Violeta
171,139,249,Azul
162,202,84,Verde
210,20,99,Rosa
129,122,32,Verde
52,253,13,Verde
22,160,236,Azul
93,72,48,Marron
34,215,7,Verde
159,201,242,Azul
75,5,67,Violeta
122,48,210,Violeta
21,30,183,Azul
161,219,189,Verde
34,50,35,Verde
108,7,24,Marron
109,101,215,Violeta
171,109,233,Violeta
14,85,65,Verde
200,107,0,Naranja
147,84,81,Marron
80,96,17,Verde
95,196,230,Azul
75,95,153,Azul
163,52,150,Violeta
61,154,136,Verde
242,147,249,Rosa
220,122,205,Rosa
117,113,197,Azul
203,154,56,Amarillo
236,168,122,Naranja
73,79,221,Azul
244,59,141,Rosa
145,177,226,Azul
135,135,37,Verde
160,172,69,Verde
151,67,146,Violeta
122,53,66,Marron
143,132,191,Azul
138,6,46,Rojo
192,2,179,Rosa
120,224,98,Verde
135,239,84,Verde
167,1,199,Violeta
228,204,106,Amarillo
83,22,14,Marron
122,127,216,Azul
14,147,113,Verde
183,185,154,Gris
177,170,46,Verde
161,8,153,Violeta
102,194,111,Verde
194,184,185,Gris
240,236,221,Blanco
94,26,245,Azul
144,173,198,Gris
166,195,189,Gris
180,47,95,Rosa
29,144,62,Verde
179,57,91,Rojo
9,34,239,Azul
154,29,203,Violeta
234,160,203,Rosa
213,149,162,Marron
46,111,229,Azul
193,215,30,Verde
154,156,161,Gris
203,96,138,Rosa
212,154,116,Marron
182,48,180,Violeta
143,127,181,Gris
213,47,124,Rosa
155,240,97,Verde
60,183,160,Verde
222,141,177,Rosa
186,196,56,Verde
98,176,34,Verde
208,172,97,Amarillo
68,232,25,Verde
161,53,44,Marron
125,100,242,Violeta
223,130,186,Rosa
238,192,38,Amarillo
241,123,238,Rosa
10,90,221,Azul
164,55,42,Marron
138,191,21,Verde
33,56,210,Azul
192,101,47,Marron
222,205,78,Amarillo
228,0,114,Rosa
105,58,150,Violeta
190,28,34,Rojo
214,180,85,Amarillo
96,83,138,Violeta
250,181,39,Amarillo
50,56,70,Gris
158,40,123,Violeta
227,195,73,Amarillo
252,99,182,Rosa
137,234,236,Azul
149,159,87,Verde
58,237,203,Verde
64,227,89,Verde
230,135,10,Naranja
239,83,119,Rosa
122,148,200,Azul
189,148,192,Violeta
99,199,119,Verde
229,203,81,Amarillo
87,68,232,Azul
68,2,98,Violeta
245,1,43,Rojo
52,143,129,Azul
204,23,130,Rosa
136,57,181,Violeta
30,90,181,Azul
216,126,156,Rosa
124,220,156,Verde
146,224,210,Verde
254,15,99,Rojo
46,70,95,Gris
162,49,30,Marron
230,20,233,Rosa
54,230,237,Azul
99,176,171,Azul
233,166,102,Naranja
155,161,234,Azul
190,127,218,Violeta
150,11,123,Violeta
145,30,71,Marron
52,199,166,Verde
70,133,197,Azul
71,211,47,Verde
19,30,211,Azul
29,58,236,Azul
49,164,89,Verde
167,30,197,Violeta
34,142,252,Azul
32,157,84,Verde
54,152,89,Verde
174,51,43,Rojo
177,177,233,Azul
170,192,228,Azul
163,66,26,Marron
242,18,125,Rosa
216,113,47,Naranja
118,79,17,Marron
215,212,26,Amarillo
248,63,168,Rosa
136,89,24,Marron
117,145,46,Verde
220,202,234,Violeta
21,30,203,Azul
243,2,187,Rosa
7,7,99,Azul
139,143,198,Azul
104,201,141,Verde
100,1,54,Marron
92,225,153,Verde
44,192,240,Azul
167,88,12,Marron
254,249,124,Amarillo
83,151,152,Verde
63,112,237,Azul
219,190,123,Amarillo
211,104,175,Rosa
159,134,133,Gris
247,152,9,Naranja
79,130,145,Azul
227,32,175,Rosa
10,125,49,Verde
53,247,132,Verde
230,164,18,Naranja
223,27,48,Rojo
191,122,100,Marron
188,61,179,Rosa
217,139,82,Marron
170,132,116,Marron
142,103,171,Violeta
15,29,231,Azul
236,59,124,Rosa
2,83,31,Verde
74,133,239,Azul
95,249,62,Verde
95,12,112,Violeta
21,220,1,Verde
193,36,81,Rojo
96,103,12,Verde
138,218,133,Verde
100,149,90,Verde
107,158,204,Azul
206,121,37,Naranja
134,195,178,Verde
150,50,174,Violeta
49,92,190,Azul
83,213,252,Azul
232,30,144,Rosa
18,167,3,Verde
206,151,0,Amarillo
75,39,61,Marron
29,53,150,Azul
151,177,55,Verde
97,246,161,Verde
158,130,202,Violeta
36,140,209,Azul
140,4,196,Violeta
119,28,172,Violeta
144,233,199,Verde
5,34,195,Azul
67,249,156,Verde
14,38,38,Verde
36,92,51,Verde
178,99,244,Rosa
16,42,244,Azul
31,174,178,Azul
77,5,96,Violeta
29,93,106,Azul
44,30,139,Azul
230,187,182,Naranja
199,48,166,Rosa
81,53,41,Marron
91,124,186,Azul
158,130,17,Amarillo
129,248,55,Verde
58,11,129,Azul
77,11,250,Azul
135,103,102,Marron
234,106,0,Naranja
11,213,23,Verde
136,89,29,Marron
7,193,177,Verde
233,65,222,Rosa
167,131,108,Marron
196,224,207,Verde
159,52,137,Rosa
16,84,128,Azul
182,88,185,Rosa
238,10,55,Rojo
85,15,59,Violeta
14,253,147,Verde
31,217,232,Azul
164,85,127,Rosa
155,138,86,Verde
32,65,34,Verde
150,227,217,Azul
44,34,29,Marron
175,73,229,Rosa
171,79,77,Rojo
26,126,244,Azul
184,127,20,Amarillo
145,164,180,Gris
253,61,96,Rojo
214,57,42,Rojo
176,103,33,Marron
221,33,25,Naranja
151,9,167,Violeta
6,22,186,Azul
168,92,239,Violeta
25,139,246,Azul
162,167,95,Verde
76,63,101,Violeta
232,99,22,Naranja
84,67,45,Marron
250,105,207,Rosa
88,187,202,Azul
169,85,215,Rosa
5,216,250,Azul
134,19,222,Violeta
176,125,137,Marron
37,162,137,Verde
48,221,202,Verde
74,37,13,Marron
171,120,74,Marron
163,90,112,Rosa
195,222,141,Amarillo
123,108,217,Azul
190,243,56,Amarillo
220,74,148,Rosa
37,4,101,Azul
198,56,172,Rosa
240,12,23,Rojo
214,251,213,Amarillo
163,223,172,Verde
223,235,199,Amarillo
191,137,89,Marron
27,10,35,Negro
234,128,160,Rosa
145,220,16,Verde
109,239,187,Verde
166,220,150,Verde
78,56,156,Violeta
95,19,118,Violeta
215,201,88,Amarillo
118,100,170,Violeta
248,151,56,Naranja
96,245,170,Verde
21,190,180,Verde
109,222,148,Verde
24,133,223,Azul
249,3,215,Rosa
77,248,181,Verde
62,160,65,Verde
153,215,188,Verde
72,153,154,Azul
210,168,164,Naranja
242,232,104,Amarillo
88,122,47,Verde
241,212,123,Amarillo
86,69,72,Marron
244,154,178,Rosa
110,52,233,Violeta
51,55,168,Azul
85,156,205,Azul
25,25,54,Negro
208,242,42,Amarillo
220,12,199,Rosa
43,75,13,Verde
32,173,192,Azul
125,209,151,Verde
230,230,80,Amarillo
242,249,165,Amarillo
89,91,88,Gris
39,213,77,Verde
127,50,229,Violeta
216,101,216,Rosa
103,183,197,Azul
111,195,145,Verde
248,225,249,Blanco
163,161,206,Gris
124,208,35,Verde
203,16,19,Rojo
136,7,139,Violeta
234,153,203,Rosa
7,238,32,Verde
52,0,236,Azul
42,215,15,Verde
28,202,174,Verde
206,147,64,Naranja
19,30,0,Verde
125,10,184,Violeta
211,175,38,Amarillo
160,171,155,Gris
17,66,205,Azul
244,102,153,Rosa
18,155,244,Azul
85,1,76,Violeta
82,60,37,Marron
234,33,226,Rosa
74,238,155,Verde
248,233,153,Amarillo
183,72,52,Marron
156,235,152,Verde
19,79,239,Azul
213,215,206,Gris
198,253,109,Verde
236,250,76,Amarillo
47,213,132,Verde
143,69,103,Violeta
225,74,180,Rosa
241,247,73,Amarillo
145,118,235,Violeta
158,135,55,Verde
136,127,245,Azul
252,185,56,Amarillo
150,20,140,Violeta
2,247,218,Azul
49,133,12,Verde
190,254,52,Amarillo
2,28,133,Azul
68,251,95,Verde
22,98,195,Azul
209,200,188,Gris
137,129,187,Violeta
38,33,184,Azul
79,231,129,Verde
50,110,134,Azul
33,52,38,Verde
108,225,98,Verde
156,184,6,Verde
86,127,226,Azul
69,41,205,Azul
113,20,240,Violeta
6,223,230,Azul
135,16,4,Rojo
254,70,151,Rosa
190,39,201,Violeta
214,120,144,Rosa
140,96,31,Marron
20,33,228,Azul
165,142,47,Amarillo
172,123,134,Marron
218,67,159,Rosa
92,181,219,Azul
212,43,31,Rojo
203,2,127,Rosa
106,151,32,Verde
84,159,115,Verde
7,237,195,Verde
41,16,222,Azul
213,17,60,Rojo
42,183,196,Azul
34,120,128,Azul
89,162,157,Azul
57,251,218,Verde
157,224,13,Verde
220,218,215,Gris
211,104,175,Rosa
159,152,91,Verde
238,116,114,Naranja
170,153,188,Azul
222,132,151,Rosa
188,175,34,Verde
227,111,214,Rosa
190,101,70,Marron
199,67,146,Rosa
64,57,165,Azul
151,220,254,Azul
182,94,107,Marron
140,70,14,Marron
114,170,96,Verde
170,140,189,Violeta
40,216,20,Verde
132,225,214,Verde
162,134,1,Amarillo
30,241,174,Verde
108,213,68,Verde
83,129,244,Azul
37,153,204,Azul
244,114,8,Naranja
102,75,19,Marron
61,213,44,Verde
219,206,83,Amarillo
184,56,27,Marron
22,117,105,Verde
178,192,173,Gris
106,185,66,Verde
204,56,84,Rosa
115,166,17,Verde
58,69,44,Gris
143,206,3,Verde
216,26,67,Rosa
135,67,99,Violeta
174,224,78,Verde
227,118,216,Rosa
160,12,133,Violeta
196,122,97,Marron
247,192,201,Naranja
12,147,43,Verde
56,39,16,Marron
217,211,77,Amarillo
23,11,127,Azul
104,218,223,Azul
125,230,125,Verde
249,82,108,Rosa
18,110,81,Verde
213,129,26,Naranja
150,50,214,Violeta
215,95,70,Naranja
142,163,40,Verde
128,214,109,Verde
197,198,220,Gris
120,202,150,Verde
105,254,165,Verde
145,237,37,Verde
99,12,104,Violeta
12,189,62,Verde
241,34,176,Rosa
91,20,5,Marron
34,232,171,Verde
210,90,233,Violeta
50,49,111,Azul
42,209,147,Verde
39,185,204,Verde
236,222,32,Amarillo
217,199,206,Gris
119,60,210,Violeta
163,173,190,Gris
90,31,22,Marron
47,245,46,Verde
184,192,179,Gris
87,82,238,Azul
252,178,240,Rosa
196,107,72,Marron
3,254,160,Verde
115,47,45,Marron
177,220,202,Gris
143,72,72,Marron
33,110,117,Azul
90,55,68,Marron
240,193,220,Rosa
108,185,33,Verde
129,25,200,Violeta
180,13,86,Rosa
38,197,107,Verde
182,170,222,Azul
182,20,52,Rojo
78,176,96,Verde
91,74,223,Azul
24,203,14,Verde
147,244,72,Verde
234,215,245,Violeta
127,31,227,Violeta
136,46,96,Marron
64,57,99,Gris
13,57,85,Azul
159,3,151,Rosa
128,20,122,Violeta
74,73,225,Azul
213,237,105,Amarillo
92,47,144,Violeta
16,199,4,Verde
63,192,81,Verde
200,237,218,Amarillo
99,29,41,Marron
59,216,41,Verde
210,9,219,Rosa
84,226,121,Verde
208,188,98,Amarillo
248,146,206,Rosa
52,233,235,Azul
23,235,195,Verde
40,226,118,Verde
110,157,7,Verde
212,133,249,Rosa
176,71,118,Rosa
108,19,57,Marron
239,209,69,Amarillo
96,102,117,Gris
55,210,178,Verde
181,150,5,Amarillo
254,128,19,Naranja
55,43,85,Azul
31,250,221,Verde
222,221,164,Amarillo
159,104,239,Violeta
58,233,197,Verde
61,36,217,Azul
249,180,19,Amarillo
141,142,245,Azul
113,202,252,Azul
149,107,144,Marron
213,60,206,Rosa
231,250,149,Amarillo
115,43,236,Violeta
244,182,79,Amarillo
216,87,175,Rosa
245,7,95,Rojo
197,231,41,Verde
140,200,51,Verde
244,166,249,Rosa
195,16,24,Rojo
23,69,193,Azul
228,54,239,Rosa
40,137,95,Verde
201,175,54,Amarillo
118,214,162,Verde
246,132,5,Naranja
75,135,69,Verde
178,126,167,Violeta
236,197,217,Rosa
205,3,142,Violeta
254,234,15,Amarillo
51,36,94,Azul
175,145,90,Marron
152,188,212,Azul
61,107,10,Verde
175,48,99,Rosa
1,128,159,Azul
4,128,169,Azul
123,202,48,Verde
180,130,10,Amarillo
50,179,187,Azul
150,16,150,Rosa
240,20,84,Rojo
0,91,162,Azul
173,45,57,Rojo
139,6,137,Violeta
234,215,243,Violeta
38,220,184,Verde
139,115,1,Verde
126,151,191,Azul
240,4,92,Rojo
106,117,113,Gris
60,209,107,Verde
219,225,241,Azul
210,23,241,Rosa
156,201,205,Gris
182,238,229,Verde
69,17,9,Marron
216,117,20,Naranja
34,78,120,Azul
59,160,190,Azul
153,6,120,Violeta
203,41,179,Rosa
106,147,1,Verde
111,57,127,Violeta
126,84,114,Marron
99,55,99,Violeta
38,213,48,Verde
211,34,72,Rojo
50,152,108,Verde
199,249,13,Amarillo
46,239,53,Verde
224,215,250,Violeta
17,19,189,Azul
117,128,20,Verde
85,213,182,Verde
76,40,127,Violeta
121,37,128,Violeta
244,31,96,Rojo
25,125,233,Azul
234,15,99,Rojo
167,38,168,Violeta
67,140,212,Azul
87,69,167,Azul
71,57,61,Gris
59,127,221,Azul
135,191,78,Verde
27,75,20,Verde
175,232,149,Verde
59,185,119,Verde
242,233,212,Blanco
166,128,234,Violeta
164,126,187,Violeta
215,50,118,Rosa
158,7,227,Violeta
83,187,246,Azul
250,130,52,Naranja
55,88,146,Azul
221,179,225,Rosa
60,128,153,Azul
62,7,76,Violeta
38,88,115,Azul
120,177,46,Verde
115,196,153,Verde
225,34,95,Rojo
191,230,12,Verde
179,20,74,Rojo
73,9,199,Azul
200,221,207,Verde
252,186,54,Amarillo
183,116,103,Marron
94,254,16,Verde
4,204,159,Verde
233,129,240,Rosa
160,186,137,Verde
66,163,15,Verde
158,195,193,Gris
98,18,208,Violeta
62,89,52,Verde
225,179,100,Amarillo
30,134,127,Verde
234,249,97,Amarillo
112,155,81,Verde
152,35,92,Violeta
203,43,189,Violeta
236,110,139,Rojo
171,23,104,Violeta
54,164,244,Azul
101,63,191,Azul
174,171,19,Verde
113,172,245,Azul
226,36,132,Rosa
23,83,178,Azul
112,27,125,Violeta
143,7,112,Violeta
125,76,76,Marron
50,167,8,Verde
28,7,85,Azul
252,121,16,Naranja
46,93,67,Verde
18,213,180,Verde
18,172,37,Verde
176,138,239,Azul
244,245,191,Amarillo
167,240,167,Verde
103,27,69,Marron
21,189,220,Azul
227,47,197,Rosa
218,218,215,Gris
9,240,109,Verde
7,237,126,Verde
230,217,198,Blanco
11,3,135,Azul
250,202,110,Amarillo
121,223,240,Azul
72,81,37,Verde
66,210,188,Verde
253,244,25,Amarillo
197,244,125,Amarillo
123,11,192,Violeta
182,225,252,Azul
227,203,237,Violeta
131,206,32,Verde
48,37,193,Azul
5,139,243,Azul
56,79,48,Verde
25,149,111,Verde
161,41,187,Violeta
237,156,158,Naranja
195,22,76,Rojo
78,130,74,Verde
51,158,154,Azul
21,13,170,Azul
53,78,247,Azul
194,83,148,Rosa
68,73,177,Azul
149,52,5,Marron
3,22,236,Azul
111,190,35,Verde
77,116,86,Verde
120,7,154,Violeta
133,113,4,Verde
123,104,57,Marron
22,10,1,Marron
20,117,11,Verde
247,89,38,Naranja
201,160,68,Amarillo
14,128,98,Verde
129,176,136,Verde
176,3,196,Violeta
229,247,111,Amarillo
83,216,181,Verde
33,151,95,Verde
8,144,214,Azul
169,111,77,Marron
231,34,148,Rosa
186,150,240,Azul
165,11,236,Violeta
211,123,156,Rosa
248,83,152,Rosa
79,34,142,Azul
247,8,253,Rosa
58,123,106,Verde
86,242,251,Verde
221,16,179,Violeta
128,74,5,Marron
235,121,223,Rosa
186,131,56,Marron
68,142,205,Azul
39,239,161,Verde
231,109,159,Rosa
253,46,148,Rosa
184,236,33,Verde
224,139,114,Marron
69,167,122,Verde
32,2,80,Azul
82,201,194,Azul
116,241,99,Verde
4,72,92,Azul
199,119,63,Marron
70,129,119,Verde
163,182,75,Verde
12,75,17,Verde
126,197,79,Verde
141,160,57,Verde
68,69,53,Gris
126,89,180,Violeta
157,243,132,Amarillo
81,172,102,Verde
147,32,214,Violeta
171,44,60,Rojo
89,153,54,Verde
25,75,185,Azul
113,18,24,Marron
37,216,108,Verde
250,125,73,Naranja
94,211,236,Azul
143,210,124,Verde
119,90,122,Violeta
142,193,182,Gris
202,57,39,Naranja
58,10,147,Azul
107,108,65,Verde
60,147,119,Verde
244,188,136,Naranja
87,141,17,Verde
193,57,102,Rosa
82,154,156,Azul
194,35,46,Rojo
45,193,238,Azul
77,236,121,Verde
86,106,196,Azul
130,106,62,Marron
186,65,95,Rosa
119,182,183,Azul
196,73,221,Violeta
115,59,95,Violeta
25,246,58,Verde
100,178,110,Verde
170,221,166,Verde
148,139,103,Marron
51,133,117,Verde
116,63,143,Violeta
24,83,44,Verde
6,49,54,Azul
135,239,99,Amarillo
150,64,6,Marron
63,17,11,Marron
159,137,185,Azul
61,19,155,Azul
12,15,218,Azul
186,120,20,Naranja
21,84,50,Verde
2,25,162,Azul
65,193,151,Verde
216,41,119,Rosa
3,3,41,Azul
249,74,153,Rosa
224,117,3,Naranja
78,5,106,Violeta
69,217,184,Verde
49,63,155,Azul
105,21,134,Violeta
149,92,227,Violeta
5,21,21,Verde
185,2,202,Violeta
65,121,230,Azul
174,164,123,Marron
200,89,0,Naranja
63,249,132,Verde
62,101,139,Azul
134,98,105,Marron
202,45,239,Rosa
44,215,109,Verde
191,234,200,Verde
114,49,108,Violeta
54,149,242,Azul
51,23,72,Violeta
29,20,137,Azul
189,176,130,Amarillo
252,147,11,Naranja
39,72,174,Azul
156,66,173,Violeta
34,12,205,Azul
151,240,183,Verde
19,96,163,Azul
150,35,185,Violeta
226,197,14,Amarillo
237,201,165,Naranja
235,248,168,Amarillo
6,177,133,Verde
162,185,36,Verde
171,151,118,Marron
80,140,185,Azul
95,83,27,Marron
84,6,176,Violeta
128,8,142,Violeta
132,84,34,Marron
40,77,77,Verde
19,226,128,Verde
71,194,87,Verde
241,196,141,Naranja
38,43,109,Azul
22,241,94,Verde
69,109,9,Verde
90,141,29,Verde
82,72,121,Azul
11,22,238,Azul
122,10,17,Rojo
198,119,45,Naranja
71,223,63,Verde
225,32,129,Rosa
18,102,13,Verde
138,116,207,Violeta
123,13,92,Violeta
53,214,103,Verde
79,233,174,Verde
197,92,168,Rosa
108,232,253,Azul
72,138,122,Verde
152,215,192,Verde
220,166,243,Rosa
182,240,160,Verde
36,228,221,Azul
39,181,102,Verde
29,119,185,Azul
41,2,115,Azul
171,91,190,Rosa
138,63,14,Marron
189,166,204,Rosa
227,11,196,Rosa
189,169,110,Marron
92,91,189,Azul
57,202,118,Verde
253,128,151,Rosa
212,243,175,Amarillo
241,234,154,Amarillo
6,76,215,Azul
27,202,172,Verde
99,82,102,Gris
122,228,6,Verde
68,175,129,Verde
2,93,227,Azul
231,18,86,Rojo
103,246,245,Azul
98,55,92,Violeta
28,30,57,Negro
169,47,254,Rosa
32,245,30,Verde
214,199,236,Gris
188,0,132,Rosa
175,103,4,Naranja
24,14,184,Azul
31,76,39,Verde
213,50,198,Rosa
119,98,134,Gris
23,139,48,Verde
13,179,75,Verde
55,248,149,Verde
3,151,234,Azul
230,94,86,Naranja
171,240,23,Verde
43,238,160,Verde
11,200,35,Verde
101,130,192,Azul
128,117,219,Azul
221,153,34,Naranja
143,153,241,Azul
135,171,237,Azul
133,73,38,Marron
15,117,39,Verde
107,78,245,Azul
110,176,82,Verde
97,192,125,Verde
242,63,233,Rosa
240,240,240,Blanco
241,241,241,Blanco
242,242,242,Blanco
243,243,243,Blanco
244,244,244,Blanco
245,245,245,Blanco
246,246,246,Blanco
247,247,247,Blanco
248,248,248,Blanco
249,249,249,Blanco
250,250,250,Blanco
251,251,251,Blanco
252,252,252,Blanco
253,253,253,Blanco
254,254,254,Blanco
255,255,255,Blanco
0,0,0,Negro
1,1,1,Negro
2,2,2,Negro
3,3,3,Negro
4,4,4,Negro
5,5,5,Negro
6,6,6,Negro
7,7,7,Negro
8,8,8,Negro
9,9,9,Negro
10,10,10,Negro
11,11,11,Negro
12,12,12,Negro
13,13,13,Negro
14,14,14,Negro
15,15,15,Negro
16,16,16,Negro
17,17,17,Negro
18,18,18,Negro
19,19,19,Negro
20,20,20,Negro
21,21,21,Negro
22,22,22,Negro
23,23,23,Negro
24,24,24,Negro
25,25,25,Negro
26,26,26,Negro
27,27,27,Negro
28,28,28,Negro
29,29,29,Negro
30,30,30,Negro
